section	verse	gospel_refs	text
XXVIII	42	Mark x. 17	And while Jesus was going in the way, there came near to him a young man of the rulers, and fell on his knees, and asked him, and said, Good Teacher, what is
XXVIII	43	Mark x. 18	it that I must do that I may have eternal life? Jesus said unto him, Why callest thou
XXVIII	44	Mark x. 19	me good, while there is none good but the one, even God? Thou knowest the commandments.
XXVIII	45	Matt. xix. 17	If thou wouldest enter into life, keep the commandments. The young man said unto him, Which of the commandments? Jesus said unto him,
XXVIII	46	Mark x. 19	Thou shalt not commit adultery, Thou shalt not steal, Thou shalt not kill, Thou shalt not bear false witness, Thou shalt not do injury, Honour thy father
XXVIII	47	Matt. xix. 19	and thy mother: and, Love thy neighbour as thyself. That young man said unto
XXVIII	48	Mark x. 21	him, All these have I kept from my youth: what then is it that I lack? And Jesus
XXVIII	49	Matt. xix. 21	looked intently at him, and loved him, and said unto him, If thou wouldest be perfect, what thou lackest is one thing: go away and sell everything that thou hast, and give to the poor, and thou shalt have treasure in heaven: and take thy
XXVIII	50	Matt. xix. 22	cross, and follow me. And that young man frowned at this word, and went away
XXVIII	51	Luke xviii. 24	feeling sad; for he was very rich. And when Jesus saw his sadness, he looked towards his disciples, and said unto them, How hard it is for them that have possessions to enter the kingdom of God! Footnotes[edit]
XXIX	1	Matt. xix. 23	Verily I say unto you, It is difficult for a rich man to enter the kingdom of
XXIX	2	Matt. xix. 24	heaven. And I say unto you also, that it is easier for a camel to enter the eye of
XXIX	3	Mark x. 24	a needle, than for a rich man to enter the kingdom of God. And the disciples were wondering at these sayings. And Jesus answered and said unto them again, My children, how hard it is for those that rely on their possessions to enter the
XXIX	4	Mark x. 26	kingdom of God! And those that were listening wondered more, and said amongst
XXIX	5	Mark x. 27	themselves, being agitated, Who, thinkest thou, can be saved? And Jesus looked at them intently, and said unto them, With men this is not possible, but with God it is:
XXIX	6	Luke xviii. 28	it is possible for God to do everything. Simon Cephas said unto him, Lo, we have left everything, and followed thee; what is it, thinkest thou, that we
XXIX	7	Matt. xix. 28	shall have? Jesus said unto them, Verily I say unto you, Ye that have followed me, in the new world, when the Son of man shall sit on the throne of his glory, ye also
XXIX	8	Mark x. 29	shall sit on twelve thrones, and shall judge the twelve tribes of Israel. Verily I say unto you, No man leaveth houses, or brothers, or sisters, or father, or mother, or wife, or children, or kinsfolk, or lands, because of the kingdom of God, or for
XXIX	9	Luke xviii. 30	my sake, and the sake of my gospel, who shall not obtain many times as much in this
XXIX	10	Mark x. 30	time, and in the world to come inherit eternal life: and now in this time, houses, and brothers, and sisters, and mothers, and children, and lands, with persecution;
XXIX	11	Mark x. 31	and in the world to come everlasting life. Many that are first shall be last, and that are last shall be first.
XXIX	12	Luke xvi. 14	And when the Pharisees heard all this, because of their love for wealth they
XXIX	13	Luke xvi. 15	scoffed at him. And Jesus knew what was in their hearts, and said unto them, Ye are they that justify yourselves before men; while God knows your hearts: the thing that is lofty with men is base before God.
XXIX	14	Luke xvi. 19	And he began to say, A certain man was rich, and wore silk and purple, and enjoyed
XXIX	15	Luke xvi. 20	himself every day in splendour: and there was a poor man named Lazarus, and
XXIX	16	Luke xvi. 21	he was cast down at the door of the rich man, afflicted with sores, and he longed to fill his belly with the crumbs that fell from the table of that rich man; yea,
XXIX	17	Luke xvi. 22	even the dogs used to come and lick his sores. And it happened that that poor man died, and the angels conveyed him into the bosom of Abraham: and the
XXIX	18	Luke xvi. 23	rich man also died, and was buried. And while he was being tormented in Hades,
XXIX	19	Luke xvi. 24	he lifted up his eyes from afar, and saw Abraham with Lazarus in his bosom. And he called with a loud voice, and said, My father Abraham, have mercy upon me, and send Lazarus to wet the tip of his finger with water, and moisten my tongue
XXIX	20	Luke xvi. 25	for me; for, behold, I am burned in this flame. Abraham said unto him, My son, remember that thou receivedst thy good things in thy life, and Lazarus his afflictions:
XXIX	21	Luke xvi. 26	but now, behold, he is at rest here, and thou art tormented. And in addition to all this, there is between us and you a great abyss placed, so that they that would cross unto you from hence cannot, nor yet from thence do they cross unto
XXIX	22	Luke xvi. 27	us. He said unto him, Then I beseech thee, my father, to send him to my father’s
XXIX	23	Luke xvi. 28	house; for I have five brethren; let him go, that they also sin not, and come to
XXIX	24	Luke xvi. 29	the abode of this torment. Abraham said unto him, They have Moses and the
XXIX	25	Luke xvi. 30	prophets; let them hear them. He said unto him, Nay, my father Abraham: but
XXIX	26	Luke xvi. 31	let a man from the dead go unto them, and they will repent. Abraham said unto him, If they listen neither to Moses nor to the prophets, neither if a man from the dead rose would they believe him.
XXIX	27	Matt. xx. 1	The kingdom of heaven is like a man that is a householder, which went out early
XXIX	28	Matt. xx. 2	in the morning to hire labourers for his vineyard. And he agreed with the labourers on
XXIX	29	Matt. xx. 3	one penny a day for each labourer, and he sent them into his vineyard. And he went
XXIX	30	Matt. xx. 4	out in three hours, and saw others standing in the market idle. He said unto them, Go ye also into my vineyard, and what is right I will pay you.
XXIX	31	Matt. xx. 5	And they went. And he went out also at the sixth and the ninth hour, and did likewise,
XXIX	32	Matt. xx. 6	and sent them. And about the eleventh hour he went out, and found others standing idle. He said unto them, Why are ye standing the whole day idle?
XXIX	33	Matt. xx. 7	They said unto him, Because no one hath hired us. He said unto them, Go ye
XXIX	34	Matt. xx. 8	also into the vineyard, and what is right ye shall receive. So when evening came, the lord of the vineyard said unto his steward, Call the labourers, and pay them
XXIX	35	Matt. xx. 9	their wages; and begin with the later ones, and end with the former ones. And
XXIX	36	Matt. xx. 10	those of eleven hours came, and received each a penny. When therefore the first came, they supposed that they should receive something more; and they also
XXIX	37	Matt. xx. 11	received each a penny. And when they received it, they spake angrily against the
XXIX	38	Matt. xx. 12	householder, and said, These last worked one hour, and thou hast made them equal
XXIX	39	Matt. xx. 13	with us, who have suffered the heat of the day, and its burden. He answered and said unto one of them, My friend, I do thee no wrong: was it not for a penny that
XXIX	40	Matt. xx. 14	thou didst bargain with me? Take what is thine, and go thy way; for I wish to
XXIX	41	Matt. xx. 15	give this last as I have given thee. Or am I not entitled to do with what is mine
XXIX	42	Matt. xx. 16	what I choose? Or is thine eye perchance evil, because I am good? Thus shall the last ones be first, and the first last. The called are many, and the chosen are few.
XXIX	43	Luke xiv. 1	And when Jesus entered into the house of one of the chiefs of the Pharisees to eat bread on the sabbath day, and they were watching him to see what he would
XXIX	44, 45	Luke xiv. 2; Luke xiv. 3	do, and there was before him a man which had the dropsy, Jesus answered and
XXIX	46	Luke xiv. 4	said unto the scribes and the Pharisees, Is it lawful on the sabbath to heal? But they were silent. So he took him, and healed him, and sent him away.
XXIX	47	Luke xiv. 5	And he said unto them, Which of you shall have his son or his ox fall on the sabbath day into a well, and not lift him up straightway, and draw water for
XXIX	48	Luke xiv. 6	him? And they were not able to answer him a word to that. Footnotes[edit]
XXX	1	Luke xiv. 7	And he spake a parable unto those which were bidden there, because he saw
XXX	2	Luke xiv. 8	them choose the places that were in the highest part of the sitting room: When a man invites thee to a feast, do not go and sit at the head of the room; lest there
XXX	3	Luke xiv. 9	be there a man more honourable than thou, and he that invited you come and say unto thee, Give the place to this man: and thou be ashamed when thou risest and
XXX	4	Luke xiv. 10	takest another place. But when thou art invited, go and sit last; so that when he that invited thee cometh, he may say unto thee, My friend, go up higher: and
XXX	5	Luke xiv. 11	thou shalt have praise before all that were invited with thee. For every one that exalteth himself shall be abased; and every one that abaseth himself shall be exalted.
XXX	6	Luke xiv. 12	And he said also to him that had invited him, When thou makest a feast or a banquet, do not invite thy friends, nor even thy brethren, nor thy kinsmen, nor thy
XXX	7	Luke xiv. 13	rich neighbours; lest haply they also invite thee, and thou have this reward. But when thou makest a feast, invite the poor, and those with withered hand, and the
