book	witness	ref	cal_text	syriac_text
John	Sinaiticus	03:03	)mr lh mrn )myn )myn )mrn) lk d)n )n$ l) mtyld mn dr$ l) m$kx dnxz) mlkwth d)lh)	ܐܡܪ ܠܗ ܡܪܢ ܐܡܝܢ ܐܡܝܢ ܐܡܪܢܐ ܠܟ ܕܐܢ ܐܢܫ ܠܐ ܡܬܝܠܕ ܡܢ ܕܪܫ ܠܐ ܡܫܟܚ ܕܢܚܙܐ ܡܠܟܘܬܗ ܕܐܠܗܐ
John	Sinaiticus	03:04	)mr lh nyqdmws )ykn) m$kx dntyld gbr) sb) dlm) m$kx twb lkrsh d)mh lm(l wmdr$ lmtyldw	ܘܫܒܩܗ ܠܝܗܘܕ ܘܐܙܠ ܠܗ ܬܘܒ ܠܓܠܝܠܐ
John	Sinaiticus	03:05	)mr lh mrn )myn )myn )mrn) lk d)n )n$ l) mtyld mn rwx) wmy), l) m$kx lm(l lmlkwth d)lh),	
John	Sinaiticus	03:06	mdm dylyd mn bsr) bsr) hw, wmdm dylyd mn rwx) rwx) hw mTl d)lh) rwx) hw xy)	ܘܣܠܩ ܠܗ ܡܪܢ ܠܛܘܪܐ ܘܬܡܢ ܝܬܒ ܗܘܐ ܥܡ ܬܠܡ̈ܝܕܘܗܝ
John	Sinaiticus	03:07	wl) ttdmr d)mrt lkwn lmtyldw lkwn	ܘܩܪܒܘ ܐܚܘܗܝ ܠܝܫܘܥ ܘܐܡܪܘ ܠܗ ܫܢܐ ܠܟ ܡܟܐ ܠܝܗܘܕ ܕܢܚܙܘܢ ܬܠܡܝܕܝܟ ܥܒܕܐ ܕܥܒܕ ܐܢܬ
John	Sinaiticus	03:09	)mr lh nyqdymws )ykn) m$kx) hd) lmhw),	ܐܡܪ ܠܗܘܢ ܠܐ ܗܘ ܚܛܐ ܐܦܠܐ ܐܢܫܘܗܝ ܐܠܐ ܕܢܬܚܙܘܢ ܒܗ ܥܒ̈ܕܐ ܕܐܠܗܐ
John	Sinaiticus	03:10	)mr lh mrn )nt hw mlpnh d)ysr)yl whlyn l) yd( )nt,	ܢܛܪ ܬܪܥܐ ܦܬܚ ܠܗ ܬܪܥܐ ܘܥܢܐ ܫܡܥܐ ܩܠܗ ܘܚܝܘܬܗ ܗܘ ܩܪܐ ܥܪܒܐ ܒܫܡܗ ܘܗܘ ܡܦܩ ܠܗ
John	Sinaiticus	03:11	)myn )mrn) lk dmdm dyd(yn )nxnn mmllyn )nxnn wmdm dxzyn )nxnn mshdyn )nxnn wshdwtn l) mqblyn )ntwn	ܫܠܚ ܕܝܢ ܠܗ ܬܪܬܝܗܝܢ ܐܚܘܬܗ ܠܝܫܘܥ ܡܪܢ ܗܐ ܟܪܝܗ ܗܘ ܕܪܚܡ ܐܢܬ
John	Sinaiticus	03:12	)n (l )ylyn db)r() )nyn )mrt lkwn wl) mhymnyn )ntwn )ykn) )n (l )ylyn db$my) )nyn )mr lkwn thymnwnny,	ܡܪܝܡ ܕܝܢ ܢܣܒܬ ܫܛܝܦܬܐ ܕܠܝܛܪ ܡܫܚܐ ܢܪܕܝܢ ܦܣܛܝܩܘܣ ܛܒܬܐ ܕܣܓ̈ܝܐܝܢ ܕܡ̈ܘܗܝ ܘܐܫܦܥܬܗ ܥܠ ܪܫܗ ܕܝܫܘܥ ܟܕ ܣܡܝܟ ܘܡܫܚܬ ܪ̈ܓܠܘܗܝ ܘܫܘܝܬ ܒܣܥܪܗ ܘܡܠܐ ܒܝܬܐ ܟܠܗ ܡܢ ܪܝܚܗ ܕܡܫܚܐ
John	Sinaiticus	03:13	wl) )n$ slq l$my) )l) hw dnxt mn $my) brh d)n$) hw d)ytwhy mn $my)	ܘܗܘ ܝܫܘܥ ܡܛܠ ܕܝܕܥ ܗܘܐ ܕܟܘܠ ܡܕܡ ܝܗܒ ܐܒܐ ܒܐܝܕ̈ܘܗܝ܂ ܘܝܕܥ ܗܘܐ ܕܡܢ ܠܘܬ ܐܠܗܐ ܐܬܐ ܘܠܘܬ ܐܠܗܐ ܐܙܠ
John	Sinaiticus	03:14	w)ykn) d)rym hw) mw$) xwy) bmdbr), hkn) hw) lh lmttrmw lbrh d)n$)	ܘܐܢ ܐܙܠ ܘܐܬܩܢ ܠܟܘܢ܂ ܬܘܒ ܐܬܐ ܘܐܕܒܪܟܘܢ ܠܘܬܝ ܕܐܬܪ ܕܐܢܐ ܐܦ ܐܢܬܘܢ ܬܗܘܘܢ
John	Sinaiticus	03:15	dkwl mn dmhymn bh l) n)bd )l) nhwwn lh xy) dl(lm	ܘܡܢ ܟܕܘ ܐܢܬܘܢ ܕܟܝܢ ܐܢܬܘܢ ܡܛܠ ܡܠܬܐ ܕܡܠܠܬ ܥܡܟܘܢ
John	Sinaiticus	03:16	hkn) gyr )xb )lh) l(lm) )ykn) dlbrh yxydh $dr dkwl mn dnhymn bh l) n)bd )l) xy) dl(lm )yt lh	
John	Sinaiticus	03:17	l) gyr $dr )lh) lbrh dndwnwhy l(lm) )l) d(lm) bh nx)	ܗܠܝܢ ܐܢܘܢ ܚܝܐ ܕܠܥܠܡ ܕܢܕܥܘܢܟ ܕܒܠܚܘܕܝܟ ܐܢܬ ܐܠܗܐ ܕܫܪܪܐ ܘܠܡܢ ܕܫܕܪܬ ܠܝܫܘܥ ܡܫܝܚܐ܂
John	Sinaiticus	03:18	mn dmhymn bh l) mtdyn wmn dl) mhymn bh dyn (l dl) hymn b$mh dbr) bxyr)	ܝܗܘܕܐ ܕܝܢ ܡܫܠܡܢܐ ܕܒܪ ܥܡܗ ܐܣܦܝܪ ܘܡܢ ܪ̈ܒܝ ܟܗ̈ܢܐ ܘܦܪ̈ܝܫܐ ܘܕܚ̈ܫܐ ܘܟܢܫܐ ܕܥܡܐ ܟܕ ܫܩܝ̈ܠܝܢ ܢܦܛܪܐ ܘܠܡ̈ܦܕܐ ܘܐܬܐ ܬܡܢ
John	Sinaiticus	03:19	hnw dyn) d)t) nwhr) l(lm) w(lm) rxm lx$wk) ytyr mn dlnwhr) mTl dby$yn (bdwhy	
John	Sinaiticus	03:20	kwl mn dsnyt) gyr (bd sn) lnwhr) wl) )t) lnwhr) dl) ntxzwn (bdwhy	ܘܢܦܩܘ ܬܪ̈ܝܗܘܢ ܠܡܐܙܠ ܠܒܝܬ ܩܒܘܪܐ
John	Sinaiticus	03:22	wmn btr h:lyn )t) lh mrn wtlmydwhy lyhwd wtmn (md hw), w(md (mhwn	
John	Sinaiticus	03:23	w)p ywxnn m(md hw) b(yn nwn d(l gnb $lym mTl dm:y) )yt hw) tmn sgy)) w)tyn hww )n$) w(mdyn	
John	Sinaiticus	03:24	mTl dl) npl hw) (dm) lh$) byt )syr) ywxnn%	
John	Sinaiticus	03:25	hwt hwt dyn b(t) lxd mn tlmydwhy dywxnn (m yhwdy) (l tdkyt)	
John	Sinaiticus	03:26	w)tw lwt ywxnn w)mr:yn lh rbn hw d(mk hw) b(br) dywrdnn w)nt shdt (lwhy h) )p hw m(md ws:gy)) lwth )tyn	
John	Sinaiticus	03:27	)mr lhwn ywxnn l) m$kx br )n$) lmsb )pl) mdm )l) )n )tyhb lh mn $my),	
John	Sinaiticus	03:28	)ntwn dyn shdw ly d)mrt d)n) l) hwyt m$yx), )l) $lyx) )n) dmn qdmwhy	
John	Sinaiticus	03:29	mTl dmn d)yt lh klt) hwyw xtn) wrxmh dxtn) hw mn dq)m wc)t lh, wxdwt) rbt) xd) mTl qlh dxtn) hd) xdwty h) mTlq) hy hkyl	
John	Sinaiticus	03:30	lh hw wl) lmrb) wly lmbcr	
John	Sinaiticus	03:31	mTl dhw dyn dmn l(l )t) l(l mn kwl hw w)yn) dmn )r() hw b)r() hw wmn )r() mmll w)yn) dmn $my) )t) l(l mn kwlhwn hw	
John	Sinaiticus	03:32	wmdm d$m( )w xz) mshd	
John	Sinaiticus	03:33	hw dyn dqbl shdwth xtm d$rr) )lh) hw	
John	Sinaiticus	03:34	mTl d)yn) d)lh) $lx ml) hw d)lh) mmll dl) hw) gyr bkylt) yhb )lh) )b)	
John	Sinaiticus	03:35	)l) lbrh rxm wyhb kl b)ydwhy	
John	Sinaiticus	03:36	mn dmhymn bbr) )yt lh xy) dl(lm w)yn) dl) mhymn lbr) l) nxz) xy) )l) rwgzh d)lh) nhw) (lwhy	
John	Sinaiticus	04:01	kd dyn yd( mrn d$m(w pry$) sgy dtlmyd) sgy)) (bd hw) ytyr mn ywxnn	
John	Sinaiticus	04:02	mTl dl) hw) hw mrn blxwd m(md hw) )l) tlmydwhy	
John	Sinaiticus	04:03	w$bqh lyhwd w)zl lh twb lglyl)	ܐܡܪ ܠܗ ܢܝܩܕܡܘܣ ܐܝܟܢܐ ܡܫܟܚ ܕܢܬܝܠܕ ܓܒܪܐ ܣܒܐ ܕܠܡܐ ܡܫܟܚ ܬܘܒ ܠܟܪܣܗ ܕܐܡܗ ܠܡܥܠ ܘܡܕܪܫ ܠܡܬܝܠܕܘ
John	Sinaiticus	04:04	kd (br hw) b)tr:) d$mry)	ܟܕ ܥܒܪ ܗܘܐ ܒܐܬܪ̈ܐ ܕܫܡܪܝܐ
John	Sinaiticus	04:05	w)t) hw) lkrk) xd d$mr:y) dmtqr) hw) $kym lwqbl qryt) hy dyhb hw) y(qwb lywsp brh	
John	Sinaiticus	04:06	w)yt hw) tmn m(yn) dm:y) dy(qwb w)t) mrn wytb l(l mnh dm(yn) )yk dntnyx mn (ml) d)wrx) wkd hw mrn ytb )yt hwy $:() $t	ܘܩܪܝܒ ܗܘܐ ܥܕܥܝܕܐ ܕܦܛܝܪ̈ܐ ܕܝܗܘ̈ܕܝܐ܂
John	Sinaiticus	04:07	w)tt )ntt) xd) mn $mryn dtml) my) w)mr lh mrn hby ly my:) )$t)	ܠܝܬ ܓܝܪ ܐܢܫ ܕܥܒܕ ܡܕܡ ܒܛܘܫܝܐ ܘܨܒܐ ܗܘ ܕܢܗܘܐ ܒܓܠܝܐ ܐܢ ܗܠܝܢ ܥܒܕ ܐܢܬ ܚܘܐ ܢܦܫܟ ܠܥܠܡܐ
John	Sinaiticus	04:09	)mr) lh hy )ntt) $mryt) h) )nt yhwdy) )nt )ykn) $)l )nt ly m:y) lm$t), mTwl dyhw:dy) l) mtx$xyn (m $mry),	ܘܠܝ ܘܠܐ ܠܡܥܒܕ ܥܒܕܐ ܕܡܢ ܕܫܕܪܢܝ ܥܕ ܐܝܡܡܐ ܗܘ ܐܬܐ ܕܝܢ ܠܠܝܐ ܕܒܗ ܐܢܫ ܠܐ ܡܫܟܚ ܠܡܥܒܕ
John	Sinaiticus	04:11	)mr) lh )pl) dwl) )yt lk wbr) (myq) hy mn )ymk) )yt lk my) xy)	ܟܕ ܫܡܥ ܝܫܘܥ ܐܡܪ ܗܢܐ ܟܘܪܗܢܐ ܠܐ ܗܘܐ ܠܡܘܬܐ ܐܠܐ ܚܠܦ ܬܫܒܘܚܬܗ ܕܐܠܗܐ ܕܢܫܬܒܚ ܒܗ ܒܪܗ
John	Sinaiticus	04:12	dlm) )nt rb )nt mn y(qwb )bwn dhw yhb ln br) hd) w)p hw mnh )$ty wbnwhy w(nh	ܘܐܡܪ ܝܗܘܕܐ ܣܟܪܝܘܛܐ ܚܕ ܡܢ ܬܠܡ̈ܝܕܐ܂ ܗܘ ܕܗܘ ܡܫܠܡ ܗܘܐ ܠܗ܂
John	Sinaiticus	04:13	)mr lh mrn kl dn$t) mn hlyn my) twb nch)	ܩܡ ܐܢܝܚ ܢܚܬܘܗܝ܂ ܘܢܣܒ ܣܕܘܢܐ ܡܚܐ ܒܚܨ̈ܘܗܝ
John	Sinaiticus	04:14	wkl dn$t) mn my) d)n) )tl lh l) nch) l(lm )l) my) hnwn dyhb )n) lh nhwwn bh m(yn) dmy:) drdyn lxy) dl(lm	ܘܠܐܝܟܐ ܕܐܙܠܢܐ ܝܕܥܝܢ ܐܢܬܘܢ ܘܐܘܪܚܐ ܝܕܥܝܢ ܐܢܬܘܢ܂
John	Sinaiticus	04:16	)mr lh mrn zly qry ly lb(lky, wty lhrk),	ܗܠܝܢ ܡܠܠܬ ܒܟܘܢ ܕܡܐ ܕܐܬܬ ܫܥܬܐ ܬܥܗܕܘܢ ܕܐܡܪܬ ܠܟܘܢ ܗܠܝܢ ܕܠܐ ܐܡܪܬ ܠܟܘܢ ܡܢ ܩܕܝܡ ܡܛܘܠ ܕܥܡܟܘܢ ܗܘܝܬ
John	Sinaiticus	04:17	)mr) lh lyt ly b(l) )mr lh mrn $pyr )mrty dlyt ly b(l)	ܐܢܐ ܫܒܚܬܟ ܒܐܪܥܐ܂ ܘܥܒܕܐ ܗܘ ܕܝܗܒܬ ܠܝ ܕܐܥܒܕ ܫܠܡܬܗ
