book	witness	ref	cal_text	syriac_text
John	Curetonian	05:42	)l) yd(tkwn dxwb) d)lh) lyt bkwn,	
John	Curetonian	05:43	)n) )tyt b$mh d)by wl) mqblyn )ntwn ly, w)n )xryn n)t) b$m np$h lh.w tqblwn,	
John	Curetonian	05:44	)ykn) m$kxyn )ntwn lmhymnw, d$wbx) xd mn xd mqblyn )ntwn, w$wbx) dmn xd )lh) l) b(yn )ntwn,	
John	Curetonian	05:45	lm) sbryn )ntwn d)n) hw )kl qr:cykwn, mw$) hw )kl qr:cykwn, hw dbh msbryn )ntwn,	
John	Curetonian	05:46	)lw gyr bmw$) hymntwn hwytwn, w)p by mhymnyn hwytwn, hw gyr (ly hw ktb,	
John	Curetonian	05:47	w)n dyn bk:tbwhy dhw l) mhymnyn )ntwn, )ykn) bm:ly mhymnyn )ntwn%	
John	Curetonian	06:03	wslq hw) y$w( lTwr), wtmn ytb hw) (m tlm:ydwhy,	ܡܕܡ ܕܝܠܝܕ ܡܢ ܒܣܪܐ ܒܣܪܐ ܗܘ܂ ܡܛܠ ܕܡܢ ܒܣܪܐ ܝܠܝܕ܂ ܘܡܕܡ ܕܝܠܝܕ ܡܢ ܪܘܚܐ ܪܘܚܐ ܗܘ܂ ܡܛܘܠ ܕܐܠܗܐ ܪܘܚܐ ܗܘ܂ ܘܡܢ ܐܠܗܐ ܐܬܝܠܕ܂
John	Curetonian	06:04	wqryb) hwt psk (d(d) dyh:wdy),	ܐܝܬ ܗܘܐ ܕܝܢ ܬܡܢ ܡܥܝܢܐ ܕܡ̈ܝܐ ܕܝܥܩܘܒ܂ ܘܐܬܐ ܝܫܘܥ ܝܬܒ ܠܥܠ ܡܢܗ ܕܡܥܝܢܐ܂ ܐܝܟ ܕܢܬܢܝܚ ܡܢ ܥܡܠܐ ܕܐܘܪܚܐ܂ ܘܟܕ ܗܘ ܝܫܘܥ ܝܬܒ ܐܝܬ ܗܘܝ ܐܝܟ ܫ̈ܥܐ ܫܬ܂
John	Curetonian	06:05	w)rym (y:nwhy y$w( wxz) kn:$) sg:y)) d)tyn lwth, w)mr lpylypws )ymk) nzbn lxm) dn)klwn hlyn )n$),	ܘܟܕ ܚܙܝܗܝ ܝܫܘܥ ܕܪܡܐ܂ ܝܕܥ ܕܙܒܢܐ ܣܓܝܐܐ ܐܝܬ ܠܗ܂ ܐܡܪ ܠܗ ܨܒܐ ܐܢܬ ܕܬܗܘܐ ܫܪܝܪ܂
John	Curetonian	06:06	hw dyn )yk mns) lh $)lh, hw gyr yd( hw) mn) (tyd lm(bd,	ܗܘ ܕܝܢ ܐܝܟ ܡܢܣܐ ܠܗ ܫܐܠܗ܂ ܗܘ ܓܝܪ ܝܕܥ ܗܘܐ ܡܢܐ ܥܬܝܕ ܠܡܥܒܕ܂
John	Curetonian	06:07	)mr lh pylypws, dm:)tyn dy:nryn lxm) l) spq lhwn kd qlyl qlyl n)klwn,	ܐܡܪ ܠܗܘܢ ܝܫܘܥ܂ ܙܒܢܝ ܥܕܡܐ ܠܗܫܐ ܠܐ ܡܛܐ܂ ܕܝܠܟܘܢ ܕܝܢ ܙܒܢܟܘܢ ܒܟܠܥܕܢ ܡܛܝܒ ܗܘ܂
John	Curetonian	06:08	)mr lh xd mn tlm:ydwhy, )ndryws $mh hw), )xwhy d$m(wn k)p),	
John	Curetonian	06:09	)yt tnn Tly) w)yt (lwhy xm:$ gr:ycn ds:(r), wt:ryn nw:nyn, )l) hlyn mn) (b:dn lhlyn klhwn,	
John	Curetonian	06:11	w$ql y$w( lx:m) hnwn wbrk, wyhb lhnwn dsmykyn, whkn) w)p (l nw:n) km) dcbw,	
John	Curetonian	06:12	wkd sb(w )mr ltlm:ydwhy, kn$w qc:y) mdm dytrw, dlgmr mdm l) n)bd,	
John	Curetonian	06:13	wkn$w wmlw tr(:sr qw:pynyn dq:cy), mn xm:$) lx:myn ds:(r), mdm dytrw mn hnwn d)klw	
John	Curetonian	06:14	hnwn dyn )n$) kd xzw )t) hd) d(bd, )mryn hww, $ryr)yt hn) hw nby) d)t) l(lm),	
John	Curetonian	06:15	wyd( hw) y$w( db(yn hww dnxTpwnh wn(bdwnh mlk), $bq )nwn w(rq lh twb lTwr) blxwdwhy,	
